Date,Price,Open,High,Low,Vol.,Change %
6/18/2021,120.11,121.37,121.6,120.01,46.12M,-1.34%
6/17/2021,121.74,120.7,122.52,120.5,25.85M,0.80%
6/16/2021,120.77,121.57,121.89,119.47,26.47M,-0.53%
6/15/2021,121.42,122.45,122.78,121.06,21.56M,-0.84%
6/14/2021,122.45,121.61,122.45,120.9,22.10M,0.77%
6/11/2021,121.51,122,122.09,120.95,21.96M,-0.20%
6/10/2021,121.76,120.35,121.8,120.19,25.91M,1.13%
6/9/2021,120.4,120.57,120.64,119.85,17.94M,0.40%
6/8/2021,119.92,120.6,120.98,119.74,24.24M,-0.16%
6/7/2021,120.11,119.47,120.23,119.05,24.12M,0.36%
6/4/2021,119.68,118.46,119.95,118.12,24.46M,1.96%
6/3/2021,117.38,117.29,117.85,116.48,18.70M,-0.97%
6/2/2021,118.53,119.46,119.68,117.62,21.16M,-0.44%
6/1/2021,119.06,118.72,119.29,117.71,23.36M,1.03%
5/28/2021,117.84,118.72,118.8,117.64,21.49M,-0.25%
5/27/2021,118.13,119.45,119.45,117.81,35.22M,-0.74%
5/26/2021,119.02,118.33,119.45,118.32,21.57M,0.74%
5/25/2021,118.14,118.6,119.2,117.75,22.44M,0.08%
5/24/2021,118.05,115.74,118.28,115.6,31.83M,2.92%
5/21/2021,114.71,115.87,115.94,114.46,40.63M,-0.56%
5/20/2021,115.35,114.55,115.6,114.18,32.35M,1.56%
5/19/2021,113.57,111.42,113.75,111.27,23.68M,0.40%
5/18/2021,113.12,115.12,115.38,113.11,22.20M,-1.16%
5/17/2021,114.45,113.18,114.49,112.78,21.60M,0.46%
5/14/2021,113.92,112.93,114.24,112.5,32.00M,2.21%
5/13/2021,111.45,111.31,111.97,110.34,33.22M,1.31%
5/12/2021,110.01,111.31,112.4,109.68,46.38M,-3.08%
5/11/2021,113.5,112.15,114.01,111.7,34.19M,-0.95%
5/10/2021,114.59,116.41,116.55,114.23,30.91M,-2.56%
5/7/2021,117.6,118.19,118.56,117.31,28.90M,0.62%
5/6/2021,116.87,115.32,116.87,114.65,25.19M,0.98%
5/5/2021,115.74,116.43,116.75,115.41,26.64M,0.34%
5/4/2021,115.34,115.68,116.25,112.83,44.82M,-1.55%
5/3/2021,117.15,118.25,119.08,116.78,28.24M,-0.44%
4/30/2021,117.68,118.4,119.09,117.33,44.86M,-1.64%
4/29/2021,119.64,119.46,120.21,118.69,41.23M,1.43%
4/28/2021,117.95,119.62,121.57,117.66,81.11M,2.97%
4/27/2021,114.55,115.88,115.92,114.31,44.39M,-0.82%
4/26/2021,115.5,115.23,116.23,114.87,32.04M,0.43%
4/23/2021,115,113.35,115.31,113.06,29.11M,2.10%
4/22/2021,112.63,113.77,114.44,112.02,24.15M,-1.13%
4/21/2021,113.92,113.6,114,112.24,23.20M,-0.03%
4/20/2021,113.95,114.87,114.95,112.86,22.29M,-0.47%
4/19/2021,114.49,113.51,115.2,113.51,30.29M,0.31%
4/16/2021,114.14,114.46,114.71,113.55,26.28M,-0.11%
4/15/2021,114.26,113.1,114.8,112.56,29.17M,1.93%
4/14/2021,112.1,113.37,113.37,111.8,21.00M,-0.56%
4/13/2021,112.72,112.55,113.17,112.15,25.68M,0.44%
4/12/2021,112.23,112.71,112.84,111.39,25.02M,-1.15%
4/9/2021,113.53,112.27,113.7,111.86,26.15M,0.90%
4/8/2021,112.52,113.2,113.59,112.15,28.66M,0.51%
4/7/2021,111.95,110.65,112.22,110.65,24.13M,1.35%
4/6/2021,110.46,110.55,111.4,110.09,35.24M,-0.44%
4/5/2021,110.95,107.36,111.45,107.26,48.51M,4.19%
4/1/2021,106.49,104.61,106.79,104.57,39.88M,3.26%
3/31/2021,103.13,102.72,104.31,102.35,42.57M,0.78%
3/30/2021,102.32,102.65,103.13,101.81,27.32M,0.03%
3/29/2021,102.29,101.11,102.46,100.27,26.49M,1.04%
3/26/2021,101.24,101.59,101.97,100.19,27.98M,-0.38%
3/25/2021,101.62,101.45,102.28,99.8,35.62M,0.00%
3/24/2021,101.63,102.59,103.38,101.45,25.22M,-0.43%
3/23/2021,102.07,102,103.21,101.4,28.51M,0.52%
3/22/2021,101.53,101.38,102.42,100.7,33.54M,0.18%
3/19/2021,101.35,101.49,101.85,100.15,46.07M,0.28%
3/18/2021,101.07,102.41,103.44,100.96,31.71M,-2.92%
3/17/2021,104.11,103.42,104.95,102.21,26.38M,-0.08%
3/16/2021,104.19,103.3,105.68,102.96,31.90M,1.43%
3/15/2021,102.72,102.25,102.75,101.39,26.21M,0.22%
3/12/2021,102.5,103.82,103.88,101.62,33.82M,-2.41%
3/11/2021,105.03,102.91,105.56,102.82,27.70M,3.16%
3/10/2021,101.81,103.07,103.07,100.97,27.10M,-0.20%
3/9/2021,102.02,102.49,103.2,101.78,33.92M,1.64%
3/8/2021,100.38,104.2,105.69,100.26,36.87M,-4.27%
3/5/2021,104.85,103.06,105.31,101.39,53.10M,3.10%
3/4/2021,101.7,100.74,103.73,100.27,49.22M,1.12%
3/3/2021,100.57,102.6,103.8,99.7,33.89M,-2.57%
3/2/2021,103.22,103.24,104.74,102.83,25.56M,-0.25%
3/1/2021,103.48,102.4,103.81,101.72,26.06M,2.36%
2/26/2021,101.1,101.5,102.83,100.05,40.04M,0.30%
2/25/2021,100.8,102.8,104.15,100.32,41.55M,-3.26%
2/24/2021,104.19,101.5,104.42,101.38,22.61M,1.15%
2/23/2021,103.01,100.7,103.63,99.51,34.66M,0.29%
2/22/2021,102.71,102.68,104.02,102.4,29.47M,-1.65%
2/19/2021,104.44,105.39,105.93,104.17,37.94M,-0.81%
2/18/2021,105.29,105.25,106.1,104.67,22.57M,-0.60%
2/17/2021,105.93,104.7,106.12,104.42,20.30M,0.38%
2/16/2021,105.54,104.59,107.26,104.59,31.00M,0.75%
2/12/2021,104.75,103.99,104.97,103.68,18.99M,0.30%
2/11/2021,104.44,104.55,104.7,103.44,20.48M,0.11%
2/10/2021,104.32,104.16,104.94,102.61,25.10M,0.53%
2/9/2021,103.77,103.74,104.93,103.5,21.89M,-0.44%
2/8/2021,104.23,105,105.75,103.17,28.83M,-0.21%
2/5/2021,104.44,102.98,104.8,102.5,29.87M,1.71%
2/4/2021,102.68,103.03,103.46,101.75,48.60M,-0.25%
2/3/2021,102.94,103.28,105.33,100.68,97.88M,7.28%
2/2/2021,95.96,95.66,97.47,95.32,66.33M,1.38%
2/1/2021,94.65,92.23,95.78,92.23,40.25M,3.60%
1/29/2021,91.37,91.7,92.38,90.08,44.53M,-1.39%
1/28/2021,92.66,91.55,94.4,91.55,55.28M,1.88%
1/27/2021,90.95,93.75,94.02,89.86,82.51M,-4.67%
1/26/2021,95.4,94.3,95.79,93.81,31.46M,0.72%
1/25/2021,94.71,95.64,96.09,92.96,50.59M,0.09%
1/22/2021,94.63,94.57,95.22,93.82,32.74M,0.45%
1/21/2021,94.21,94.68,96.6,93.97,58.66M,0.22%
1/20/2021,94,91.32,94.99,90.98,64.15M,5.36%
1/19/2021,89.22,87.15,90.19,86.64,41.66M,3.29%
1/15/2021,86.38,86.45,87.38,85.59,31.44M,-0.19%
1/14/2021,86.55,87.44,88.38,86.3,29.21M,-0.93%
1/13/2021,87.36,86.37,87.82,86.37,23.43M,0.57%
1/12/2021,86.87,87.27,88.39,85.82,29.53M,-1.07%
1/11/2021,87.81,88.85,89.22,87.61,34.81M,-2.31%
1/8/2021,89.89,88.86,89.97,88.06,35.48M,1.32%
1/7/2021,88.72,86.34,88.89,86.34,41.94M,2.99%
1/6/2021,86.14,85.01,87.2,84.81,46.59M,-0.99%
1/5/2021,87,86.25,87.34,85.85,20.36M,0.81%
1/4/2021,86.31,88,88.12,85.36,37.32M,-1.51%
12/31/2020,87.63,86.86,87.88,86.8,21.07M,0.94%
12/30/2020,86.81,88.25,88.39,86.4,21.03M,-1.22%
12/29/2020,87.89,89.36,89.42,87.76,19.73M,-0.91%
12/28/2020,88.7,87.25,89.35,87.09,27.65M,2.30%
12/24/2020,86.71,86.45,87.12,86.22,9.31M,0.34%
12/23/2020,86.41,86.2,87.21,86.06,22.97M,0.47%
12/22/2020,86.01,86.47,86.63,85.29,20.38M,-0.83%
12/21/2020,86.73,85.46,86.85,84.7,33.97M,0.48%
12/18/2020,86.31,87.31,87.42,85.75,85.26M,-0.82%
12/17/2020,87.03,88.2,88.34,86.56,34.88M,-0.95%
12/16/2020,87.86,88.46,88.46,87.45,24.68M,-0.22%
12/15/2020,88.05,87.99,88.2,87.08,21.37M,0.50%
12/14/2020,87.61,88.54,89.49,87.46,33.05M,-1.27%
12/11/2020,88.74,88,88.87,87.64,18.63M,0.40%
12/10/2020,88.38,88.13,88.75,86.68,28.69M,-0.57%
12/9/2020,88.89,90.52,91.42,88.1,31.73M,-1.85%
12/8/2020,90.57,90.43,90.8,89.56,19.94M,-0.31%
12/7/2020,90.85,90.78,91.46,90.15,22.29M,-0.37%
12/4/2020,91.19,91.01,91.47,90.68,20.54M,0.11%
12/3/2020,91.09,91.03,92.19,90.85,24.73M,-0.17%
12/2/2020,91.25,89.77,91.64,89.26,29.42M,1.65%
12/1/2020,89.77,88.33,91.09,88.15,37.36M,2.33%
11/30/2020,87.72,88.78,89.02,87.39,32.42M,-1.83%
11/27/2020,89.35,88.23,89.85,88.23,14.79M,1.30%
11/25/2020,88.21,88.39,88.52,87.42,19.60M,0.01%
11/24/2020,88.19,86.38,88.32,86.04,28.01M,2.10%
11/23/2020,86.38,87.01,87.3,85.51,22.55M,-0.51%
11/20/2020,86.82,88.1,88.42,86.75,27.71M,-1.26%
11/19/2020,87.93,86.66,88.17,86.5,20.11M,1.03%
11/18/2020,87.03,87.83,88.25,86.93,20.11M,-1.19%
11/17/2020,88.08,88.39,88.86,87.97,21.32M,-0.70%
11/16/2020,88.7,88.21,89.72,88.07,25.47M,0.10%
11/13/2020,88.61,87.4,88.86,86.8,29.76M,1.69%
11/12/2020,87.14,87.1,88.25,86.9,26.49M,-0.25%
11/11/2020,87.36,87.42,88.14,87.15,31.84M,0.55%
11/10/2020,86.89,86.49,87.97,85.81,43.02M,-1.35%
11/9/2020,88.07,89.8,90.84,87.88,53.44M,0.10%
11/6/2020,87.99,87.57,88.42,86.83,28.62M,-0.16%
11/5/2020,88.13,88.52,89.59,87.05,39.76M,0.95%
11/4/2020,87.29,85.28,88.5,85.15,71.34M,6.09%
11/3/2020,82.28,81.54,82.95,80.61,31.43M,1.31%
11/2/2020,81.22,81.18,82.91,80.71,44.23M,0.51%
10/30/2020,80.81,83.37,84.07,80.08,99.92M,3.80%
10/29/2020,77.84,75.85,79.44,75.83,55.41M,3.05%
10/28/2020,75.54,77.5,77.69,75.42,45.17M,-5.51%
10/27/2020,79.94,79.45,80.1,78.85,25.90M,0.92%
10/26/2020,79.21,80.75,81.48,78.39,35.83M,-2.98%
10/23/2020,81.65,80.75,81.71,80.6,30.55M,1.64%
10/22/2020,80.33,79.25,80.67,78.87,30.52M,1.30%
10/21/2020,79.3,78.49,80.76,78.36,60.32M,2.25%
10/20/2020,77.55,76.16,78.69,76.03,41.72M,1.38%
10/19/2020,76.5,78.8,79.2,76.15,29.73M,-2.41%
10/16/2020,78.39,78.09,78.89,77.88,34.21M,0.79%
10/15/2020,77.77,77.22,78.57,77.06,31.23M,-0.51%
10/14/2020,78.17,78.73,79.19,77.29,33.18M,-0.23%
10/13/2020,78.35,78.85,79.26,77.93,39.07M,0.16%
10/12/2020,78.23,76.9,79.42,76.46,55.34M,3.58%
10/9/2020,75.52,74.64,75.59,74.35,32.97M,1.82%
10/8/2020,74.17,73.27,74.4,73.27,26.08M,1.66%
10/7/2020,72.96,72.97,73.45,71.66,36.11M,0.56%
10/6/2020,72.55,73.78,74.23,72.25,26.10M,-2.15%
10/5/2020,74.14,73.13,74.24,73,21.60M,1.87%
10/2/2020,72.78,72.98,73.95,72.37,31.22M,-2.17%
10/1/2020,74.39,74.18,74.75,73.84,32.88M,1.52%
9/30/2020,73.28,73.05,74.31,72.79,40.92M,-0.03%
9/29/2020,73.3,73.2,73.6,72.7,31.82M,0.50%
9/28/2020,72.93,73.6,73.65,72.31,30.78M,1.36%
9/25/2020,71.95,71.25,72.3,70.38,30.33M,1.14%
9/24/2020,71.14,70.13,71.9,70.11,34.55M,0.96%
9/23/2020,70.47,72.6,72.65,70.13,37.73M,-3.45%
9/22/2020,72.99,72.52,73.2,71.47,33.95M,2.08%
9/21/2020,71.51,71.58,72,70.13,56.91M,-1.44%
9/18/2020,72.55,74.42,74.76,71.58,63.06M,-2.42%
9/17/2020,74.35,74.29,74.93,73.12,40.01M,-1.66%
9/16/2020,75.6,77.12,77.72,75.58,22.14M,-1.50%
9/15/2020,76.76,76.39,77.55,76.11,23.04M,1.74%
9/14/2020,75.44,76.58,77.85,75.26,42.66M,-0.46%
9/11/2020,75.79,76.41,76.93,74.65,30.71M,-0.67%
9/10/2020,76.3,77.51,78.68,76,33.02M,-1.37%
9/9/2020,77.36,77.44,77.94,76.26,39.24M,1.55%
9/8/2020,76.18,76.25,77.78,75.82,54.03M,-3.64%
9/4/2020,79.06,80.45,81.75,76.9,55.85M,-2.96%
9/3/2020,81.48,84.98,85,80.39,63.73M,-5.12%
9/2/2020,85.87,83.4,86.31,83.01,49.52M,3.76%
9/1/2020,82.75,81.61,82.96,81.48,22.68M,1.57%
8/31/2020,81.48,82.18,82.22,81.27,26.42M,-0.60%
8/28/2020,81.97,81.47,82.07,81.28,22.42M,0.67%
8/27/2020,81.43,82.33,82.4,80.94,31.35M,-0.95%
8/26/2020,82.21,80.32,82.64,80.05,52.19M,2.38%
8/25/2020,80.29,79,80.44,78.89,25.15M,1.31%
8/24/2020,79.26,79.62,80.44,78.75,25.64M,0.61%
8/21/2020,78.78,78.59,79.59,78.12,34.85M,-0.04%
8/20/2020,78.81,77,79.01,76.72,26.38M,2.05%
8/19/2020,77.23,77.62,78.44,77,30.47M,-0.72%
8/18/2020,77.79,76.31,77.87,76.08,28.38M,2.61%
8/17/2020,75.81,75.8,76.19,75.25,20.00M,0.77%
8/14/2020,75.23,75.68,75.99,74.95,21.94M,-0.79%
8/13/2020,75.83,75.41,76.85,75.41,22.39M,0.62%
8/12/2020,75.36,74.36,75.58,74.25,22.53M,1.80%
8/11/2020,74.03,74.7,75.52,73.91,31.10M,-1.09%
8/10/2020,74.84,74.54,75.36,73.87,20.55M,-0.10%
8/7/2020,74.92,75.45,76,74.31,27.73M,-0.44%
8/6/2020,75.25,73.81,75.31,73.6,33.31M,1.75%
8/5/2020,73.95,73.84,74.5,73.56,29.15M,0.39%
8/4/2020,73.67,74.34,74.66,73.2,37.21M,-0.64%
8/3/2020,74.14,74.55,74.89,73.59,45.52M,-0.35%
7/31/2020,74.4,74.85,75.25,72.7,91.53M,-3.28%
7/30/2020,76.92,74.9,77.04,74.76,36.04M,0.97%
7/29/2020,76.18,75.25,76.67,75.15,22.68M,1.33%
7/28/2020,75.18,76.25,76.3,75.03,30.91M,-1.69%
7/27/2020,76.47,75.66,76.88,75.62,27.12M,1.41%
7/24/2020,75.41,74.96,75.77,74.38,29.91M,-0.57%
7/23/2020,75.84,78.3,78.52,75.43,33.91M,-3.07%
7/22/2020,78.24,77.79,78.35,77.16,24.48M,0.57%
7/21/2020,77.8,79.25,79.35,77.63,27.55M,-0.50%
7/20/2020,78.19,75.75,78.45,75.13,30.17M,3.10%
7/17/2020,75.84,75.85,76.17,74.91,34.26M,0.12%
7/16/2020,75.75,75.08,75.8,74.41,26.48M,-0.12%
7/15/2020,75.84,76.16,76.82,74.89,31.03M,-0.26%
7/14/2020,76.04,74.64,76.14,74.3,38.11M,0.57%
7/13/2020,75.61,77.5,78.82,75.33,42.95M,-1.74%
7/10/2020,76.95,75.66,77.07,75.04,35.92M,1.34%
7/9/2020,75.93,75.5,76.46,74.78,41.84M,1.00%
7/8/2020,75.18,75.04,75.56,74.61,31.77M,0.91%
7/7/2020,74.5,74.81,76.07,74.48,42.36M,-0.64%
7/6/2020,74.98,74.41,75.5,73.85,44.71M,2.01%
7/2/2020,73.5,72.59,74.43,72.55,57.22M,1.94%
7/1/2020,72.1,70.96,72.42,70.71,42.18M,1.69%
6/30/2020,70.9,69.84,71.2,69.35,40.29M,1.49%
6/29/2020,69.86,68.02,69.9,67.58,45.07M,2.54%
6/26/2020,68.13,71.63,71.85,67.75,97.64M,-5.45%
6/25/2020,72.06,71.56,72.12,70.98,23.96M,0.59%
6/24/2020,71.64,73.16,73.79,71.5,31.59M,-2.13%
6/23/2020,73.2,72.6,73.76,72.25,37.75M,0.92%
6/22/2020,72.53,71.25,72.55,70.96,29.44M,1.83%
6/19/2020,71.23,72,72.22,70.95,52.78M,-0.67%
6/18/2020,71.71,72.49,72.65,71.31,34.86M,-1.27%
6/17/2020,72.63,72.65,73.11,71.76,30.61M,0.43%
6/16/2020,72.32,72.45,72.86,71.45,30.70M,1.80%
6/15/2020,71.04,69.47,71.25,69.36,30.55M,0.55%
6/12/2020,70.65,71.29,71.73,69.29,36.68M,0.80%
6/11/2020,70.09,72.05,72.58,69.92,47.14M,-4.29%
6/10/2020,73.23,73.08,73.64,72.72,31.76M,0.87%
6/9/2020,72.6,72.26,73.39,72.12,33.62M,0.28%
6/8/2020,72.4,71.31,72.45,71.22,33.88M,0.56%
6/5/2020,72,70.78,72.31,70.38,42.65M,1.81%
6/4/2020,70.72,71.84,72.07,70.3,26.98M,-1.72%
6/3/2020,71.96,72.14,72.45,71.58,27.73M,-0.22%
6/2/2020,72.12,71.75,72.15,71.08,23.44M,0.53%
6/1/2020,71.74,71.28,72.08,71.11,25.19M,0.08%
5/29/2020,71.68,71.02,71.84,70.8,37.05M,1.09%
5/28/2020,70.91,70,72.22,69.95,35.20M,-0.14%
5/27/2020,71.01,71,71.27,69.73,31.68M,-0.08%
5/26/2020,71.07,72.1,72.26,70.97,44.59M,0.58%
5/22/2020,70.66,70.19,70.85,69.8,28.54M,0.45%
5/21/2020,70.34,70.55,70.82,69.72,30.90M,-0.17%
5/20/2020,70.46,69.46,70.6,69.37,38.26M,2.53%
5/19/2020,68.72,69.27,69.62,68.69,31.59M,-0.78%
5/18/2020,69.26,68.08,69.64,67.71,47.13M,0.89%
5/15/2020,68.65,67.41,68.73,66.95,41.54M,1.19%
5/14/2020,67.84,66.68,67.87,66.17,36.66M,0.62%
5/13/2020,67.42,68.81,69.27,66.4,40.37M,-1.95%
5/12/2020,68.76,70.41,70.72,68.73,33.92M,-2.02%
5/11/2020,70.18,68.84,70.78,68.78,32.72M,1.39%
5/8/2020,69.22,69.09,69.83,68.6,33.33M,1.11%
5/7/2020,68.46,68.07,68.8,67.63,30.72M,1.77%
5/6/2020,67.27,67.9,68.43,67.26,31.73M,-0.27%
5/5/2020,67.45,66.88,68.55,66.75,39.67M,1.98%
5/4/2020,66.14,65.41,66.22,64.8,30.81M,0.41%
5/1/2020,65.87,66.2,67.57,65.48,48.87M,-2.17%
4/30/2020,67.33,66.57,67.5,66.08,55.84M,0.33%
4/29/2020,67.11,67.25,68.01,66.34,108.36M,8.89%
4/28/2020,61.63,64.16,64.24,61.52,80.70M,-3.01%
4/27/2020,63.54,64.6,64.7,63.25,44.19M,-0.45%
4/24/2020,63.83,62.75,63.89,62.2,37.44M,0.42%
4/23/2020,63.56,63.29,64.41,63.03,34.20M,1.02%
4/22/2020,62.92,62.06,63.99,61.86,46.32M,3.81%
4/21/2020,60.61,62.14,62.5,60.25,49.65M,-3.89%
4/20/2020,63.06,63.49,63.84,62.82,35.29M,-1.39%
4/17/2020,63.95,64.08,64.5,63.3,51.06M,1.72%
4/16/2020,62.87,63.36,63.67,61.91,57.90M,0.00%
4/15/2020,62.87,62.33,63.76,61.7,42.24M,-0.62%
4/14/2020,63.26,62,63.79,61.43,63.36M,4.53%
4/13/2020,60.52,60.08,60.73,59.12,38.70M,0.31%
4/9/2020,60.33,60.91,61.1,59.62,54.03M,-0.03%
4/8/2020,60.35,60.16,60.74,59.2,40.33M,2.06%
4/7/2020,59.13,60.85,61.04,58.86,61.62M,-0.05%
4/6/2020,59.16,56.65,59.54,56.25,63.32M,8.29%
4/3/2020,54.63,55.74,55.94,53.75,51.37M,-2.18%
4/2/2020,55.85,55,56.14,54.66,56.41M,1.36%
4/1/2020,55.1,56.2,56.47,54.67,51.97M,-5.16%
3/31/2020,58.1,57.44,58.67,56.84,65.28M,1.36%
3/30/2020,57.32,56.63,57.55,54.92,58.74M,3.26%
3/27/2020,55.51,56.37,57.55,55.2,62.79M,-4.54%
3/26/2020,58.15,55.74,58.57,54.6,76.69M,5.57%
3/25/2020,55.08,56.23,57.31,54.15,90.32M,-2.51%
3/24/2020,56.5,55.2,56.67,54.32,72.47M,7.19%
3/23/2020,52.71,52.82,53.35,50.44,83.67M,-1.31%
3/20/2020,53.41,56.55,56.92,53.1,82.88M,-3.90%
3/19/2020,55.58,54.41,57.63,52.78,74.06M,1.87%
3/18/2020,54.56,53,55.25,51.85,93.04M,-2.40%
3/17/2020,55.9,54.53,56.3,52.45,83.19M,4.19%
3/16/2020,53.65,54.48,57.27,53.35,96.52M,-11.63%
3/13/2020,60.71,58.75,60.72,55.61,79.40M,9.23%
3/12/2020,55.58,56.13,59.44,55.42,94.33M,-8.21%
3/11/2020,60.55,62.41,62.85,59.56,54.83M,-5.03%
3/10/2020,63.76,62.72,63.79,60.73,54.87M,4.89%
3/9/2020,60.79,60.25,62.64,59.9,69.25M,-6.17%
3/6/2020,64.79,63.5,65.14,62.86,64.65M,-1.45%
3/5/2020,65.74,67.28,67.68,65.08,54.38M,-4.83%
3/4/2020,69.08,67.95,69.14,66.85,47.60M,3.27%
3/3/2020,66.89,69.88,70.41,66.46,56.60M,-3.51%
3/2/2020,69.32,67.57,69.37,66.26,55.43M,3.52%
2/28/2020,66.96,63.72,67.12,63.41,80.22M,1.84%
2/27/2020,65.75,67.96,68.47,65.71,62.29M,-5.42%
2/26/2020,69.52,69.75,70.68,68.83,49.80M,0.29%
2/25/2020,69.32,71.55,71.84,69.02,51.58M,-2.35%
2/24/2020,70.99,71.15,71.82,70.34,49.56M,-4.29%
2/21/2020,74.17,75.23,75.55,73.92,42.54M,-2.21%
2/20/2020,75.85,75.95,76.35,75.21,25.97M,-0.51%
2/19/2020,76.24,76.36,76.54,76.05,22.75M,0.36%
2/18/2020,75.97,75.72,76.53,75.55,25.68M,0.04%
2/14/2020,75.94,75.73,76,75.28,23.20M,0.36%
2/13/2020,75.67,75.5,76.3,75.2,22.91M,-0.34%
2/12/2020,75.93,75.79,76.02,75.43,31.04M,0.57%
2/11/2020,75.5,75.66,76.49,75.27,34.85M,0.09%
2/10/2020,75.43,73.86,75.44,73.76,38.30M,1.99%
2/7/2020,73.96,73.37,74.26,73.27,28.36M,0.22%
2/6/2020,73.8,72.6,74.08,72.52,37.82M,2.07%
2/5/2020,72.3,73.18,73.23,71.48,36.38M,0.04%
2/4/2020,72.27,72.72,73.37,71.1,95.88M,-2.51%
2/3/2020,74.13,73.08,74.31,72.83,72.18M,3.48%
1/31/2020,71.64,73.39,73.48,71.35,43.82M,-1.47%
1/30/2020,72.71,71.91,72.76,71.75,27.11M,-0.16%
1/29/2020,72.83,72.92,73.21,72.27,21.64M,0.41%
1/28/2020,72.53,72.09,72.74,71.52,29.73M,1.31%
1/27/2020,71.59,71.58,71.83,70.97,34.13M,-2.35%
1/24/2020,73.31,74.64,74.71,73.16,29.79M,-1.24%
1/23/2020,74.23,74.38,74.67,74.02,26.65M,0.03%
1/22/2020,74.21,74.49,75.03,74.13,28.46M,0.13%
1/21/2020,74.11,73.95,74.49,73.51,48.93M,0.18%
1/17/2020,73.98,73.13,74.03,72.83,52.42M,2.03%
1/16/2020,72.51,72.27,72.53,72,26.08M,0.76%
1/15/2020,71.96,71.65,72.04,71.58,21.55M,0.60%
1/14/2020,71.53,72,72.13,71.39,26.11M,-0.65%
1/13/2020,72,71.76,72.07,71.27,30.75M,0.77%
1/10/2020,71.45,71.47,71.75,70.98,26.26M,0.65%
1/9/2020,70.99,71.1,71.43,70.51,33.23M,1.05%
1/8/2020,70.25,69.74,70.59,69.63,35.33M,0.70%
1/7/2020,69.76,70.02,70.17,69.58,34.53M,-0.19%
1/6/2020,69.89,67.58,69.92,67.55,46.79M,2.66%
1/3/2020,68.08,67.4,68.69,67.37,23.41M,-0.51%
1/2/2020,68.43,67.42,68.43,67.32,27.29M,2.18%
